CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,1236.0,0.0
2,45.0,68.0,10.0,885.0,994.0,90.0
3,45.0,70.0,30.0,802.0,893.0,90.0
4,42.0,66.0,10.0,25.0,186.0,90.0
5,42.0,68.0,10.0,699.0,810.0,90.0
6,42.0,65.0,10.0,15.0,120.0,90.0
7,40.0,69.0,20.0,580.0,743.0,90.0
8,40.0,66.0,20.0,142.0,253.0,90.0
9,38.0,68.0,20.0,220.0,359.0,90.0
10,38.0,70.0,10.0,499.0,640.0,90.0
11,35.0,66.0,10.0,331.0,436.0,90.0
12,35.0,69.0,10.0,420.0,533.0,90.0
13,25.0,85.0,20.0,617.0,756.0,90.0
14,22.0,75.0,30.0,30.0,155.0,90.0
15,22.0,85.0,10.0,541.0,646.0,90.0
16,20.0,80.0,40.0,362.0,451.0,90.0
17,20.0,85.0,40.0,448.0,555.0,90.0
18,18.0,75.0,20.0,75.0,172.0,90.0
19,15.0,75.0,20.0,142.0,291.0,90.0
20,15.0,80.0,10.0,244.0,379.0,90.0
21,30.0,50.0,10.0,10.0,137.0,90.0
22,30.0,52.0,20.0,888.0,991.0,90.0
23,28.0,52.0,20.0,776.0,919.0,90.0
24,28.0,55.0,10.0,709.0,800.0,90.0
25,25.0,50.0,10.0,25.0,184.0,90.0
26,25.0,52.0,40.0,142.0,251.0,90.0
27,25.0,55.0,10.0,582.0,741.0,90.0
28,23.0,52.0,10.0,234.0,343.0,90.0
29,23.0,55.0,20.0,523.0,616.0,90.0
30,20.0,50.0,10.0,335.0,428.0,90.0
31,20.0,55.0,10.0,422.0,531.0,90.0
32,10.0,35.0,20.0,181.0,256.0,90.0
33,10.0,40.0,30.0,31.0,170.0,90.0
34,8.0,40.0,40.0,52.0,193.0,90.0
35,8.0,45.0,20.0,719.0,848.0,90.0
36,5.0,35.0,10.0,252.0,375.0,90.0
37,5.0,45.0,10.0,639.0,742.0,90.0
38,2.0,40.0,20.0,357.0,460.0,90.0
39,0.0,40.0,30.0,457.0,544.0,90.0
40,0.0,45.0,20.0,538.0,653.0,90.0
41,35.0,30.0,10.0,236.0,349.0,90.0
42,35.0,32.0,10.0,132.0,269.0,90.0
43,33.0,32.0,20.0,27.0,190.0,90.0
44,33.0,35.0,10.0,16.0,144.0,90.0
45,32.0,30.0,10.0,332.0,439.0,90.0
46,30.0,30.0,10.0,512.0,629.0,90.0
47,30.0,32.0,30.0,417.0,540.0,90.0
48,30.0,35.0,10.0,982.0,1127.0,90.0
49,28.0,30.0,10.0,601.0,724.0,90.0
50,28.0,35.0,10.0,969.0,1098.0,90.0
51,26.0,32.0,10.0,783.0,912.0,90.0
52,25.0,30.0,10.0,695.0,816.0,90.0
53,25.0,35.0,10.0,883.0,998.0,90.0
54,44.0,5.0,20.0,255.0,378.0,90.0
55,42.0,10.0,40.0,150.0,293.0,90.0
56,42.0,15.0,10.0,63.0,190.0,90.0
57,40.0,5.0,30.0,359.0,462.0,90.0
58,40.0,15.0,40.0,35.0,140.0,90.0
59,38.0,5.0,30.0,439.0,566.0,90.0
60,38.0,15.0,10.0,607.0,784.0,90.0
61,35.0,5.0,20.0,529.0,662.0,90.0
62,50.0,30.0,10.0,491.0,650.0,90.0
63,50.0,35.0,20.0,235.0,344.0,90.0
64,50.0,40.0,50.0,147.0,242.0,90.0
65,48.0,30.0,10.0,601.0,724.0,90.0
66,48.0,40.0,10.0,50.0,155.0,90.0
67,47.0,35.0,10.0,802.0,899.0,90.0
68,47.0,40.0,10.0,12.0,143.0,90.0
69,45.0,30.0,10.0,712.0,799.0,90.0
70,45.0,35.0,10.0,889.0,996.0,90.0
71,95.0,30.0,30.0,353.0,490.0,90.0
72,95.0,35.0,20.0,260.0,393.0,90.0
73,53.0,30.0,10.0,422.0,533.0,90.0
74,92.0,30.0,10.0,442.0,587.0,90.0
75,53.0,35.0,50.0,323.0,442.0,90.0
76,45.0,65.0,20.0,962.0,1103.0,90.0
77,90.0,35.0,10.0,175.0,288.0,90.0
78,88.0,30.0,10.0,539.0,678.0,90.0
79,88.0,35.0,20.0,78.0,201.0,90.0
80,87.0,30.0,10.0,636.0,763.0,90.0
81,85.0,25.0,10.0,744.0,845.0,90.0
82,85.0,35.0,30.0,47.0,201.0,90.0
83,75.0,55.0,20.0,344.0,445.0,90.0
84,72.0,55.0,10.0,228.0,375.0,90.0
85,70.0,58.0,20.0,425.0,556.0,90.0
86,68.0,60.0,30.0,527.0,640.0,90.0
87,66.0,55.0,10.0,141.0,270.0,90.0
88,65.0,55.0,20.0,56.0,173.0,90.0
89,65.0,60.0,30.0,614.0,739.0,90.0
90,63.0,58.0,10.0,705.0,834.0,90.0
91,60.0,55.0,10.0,20.0,148.0,90.0
92,60.0,60.0,10.0,809.0,916.0,90.0
93,67.0,85.0,20.0,331.0,478.0,90.0
94,65.0,85.0,40.0,453.0,540.0,90.0
95,65.0,82.0,10.0,260.0,361.0,90.0
96,62.0,80.0,30.0,174.0,261.0,90.0
97,60.0,80.0,10.0,64.0,187.0,90.0
98,60.0,85.0,30.0,531.0,652.0,90.0
99,58.0,75.0,20.0,30.0,139.0,90.0
100,55.0,80.0,10.0,705.0,858.0,90.0
101,55.0,85.0,20.0,608.0,765.0,90.0
