CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,3390.0,0.0
2,52.0,75.0,10.0,71.0,711.0,90.0
3,45.0,70.0,30.0,20.0,660.0,90.0
4,62.0,69.0,10.0,927.0,1567.0,90.0
5,60.0,66.0,10.0,1021.0,1661.0,90.0
6,42.0,65.0,10.0,15.0,655.0,90.0
7,16.0,42.0,20.0,257.0,897.0,90.0
8,58.0,70.0,20.0,833.0,1473.0,90.0
9,34.0,60.0,20.0,2647.0,3287.0,90.0
10,28.0,70.0,10.0,2361.0,3001.0,90.0
11,35.0,66.0,10.0,2551.0,3191.0,90.0
12,35.0,69.0,10.0,2458.0,3098.0,90.0
13,25.0,85.0,20.0,1879.0,2519.0,90.0
14,22.0,75.0,30.0,2165.0,2805.0,90.0
15,22.0,85.0,10.0,1786.0,2426.0,90.0
16,20.0,80.0,40.0,1976.0,2616.0,90.0
17,20.0,85.0,40.0,1694.0,2334.0,90.0
18,18.0,75.0,20.0,2071.0,2711.0,90.0
19,15.0,75.0,20.0,1502.0,2142.0,90.0
20,15.0,80.0,10.0,1597.0,2237.0,90.0
21,30.0,50.0,10.0,10.0,650.0,90.0
22,30.0,56.0,20.0,2648.0,3288.0,90.0
23,28.0,52.0,20.0,12.0,652.0,90.0
24,14.0,66.0,10.0,1403.0,2043.0,90.0
25,25.0,50.0,10.0,15.0,655.0,90.0
26,22.0,66.0,40.0,2264.0,2904.0,90.0
27,8.0,62.0,10.0,1305.0,1945.0,90.0
28,23.0,52.0,10.0,17.0,657.0,90.0
29,4.0,55.0,20.0,1207.0,1847.0,90.0
30,20.0,50.0,10.0,158.0,798.0,90.0
31,20.0,55.0,10.0,63.0,703.0,90.0
32,10.0,35.0,20.0,541.0,1181.0,90.0
33,10.0,40.0,30.0,353.0,993.0,90.0
34,8.0,40.0,40.0,445.0,1085.0,90.0
35,8.0,45.0,20.0,1106.0,1746.0,90.0
36,5.0,35.0,10.0,636.0,1276.0,90.0
37,5.0,45.0,10.0,1013.0,1653.0,90.0
38,2.0,40.0,20.0,731.0,1371.0,90.0
39,0.0,40.0,30.0,823.0,1463.0,90.0
40,0.0,45.0,20.0,918.0,1558.0,90.0
41,36.0,18.0,10.0,1579.0,2219.0,90.0
42,35.0,32.0,10.0,2518.0,3158.0,90.0
43,33.0,32.0,20.0,2426.0,3066.0,90.0
44,33.0,35.0,10.0,2333.0,2973.0,90.0
45,32.0,20.0,10.0,1673.0,2313.0,90.0
46,30.0,30.0,10.0,1865.0,2505.0,90.0
47,34.0,25.0,30.0,1769.0,2409.0,90.0
48,30.0,35.0,10.0,2240.0,2880.0,90.0
49,36.0,40.0,10.0,2616.0,3256.0,90.0
50,48.0,20.0,10.0,727.0,1367.0,90.0
51,26.0,32.0,10.0,2052.0,2692.0,90.0
52,25.0,30.0,10.0,1960.0,2600.0,90.0
53,25.0,35.0,10.0,2145.0,2785.0,90.0
54,44.0,5.0,20.0,1016.0,1656.0,90.0
55,42.0,10.0,40.0,920.0,1560.0,90.0
56,42.0,15.0,10.0,825.0,1465.0,90.0
57,40.0,5.0,30.0,1110.0,1750.0,90.0
58,38.0,15.0,40.0,1485.0,2125.0,90.0
59,38.0,5.0,30.0,1202.0,1842.0,90.0
60,38.0,10.0,10.0,1390.0,2030.0,90.0
61,35.0,5.0,20.0,1295.0,1935.0,90.0
62,50.0,30.0,10.0,161.0,801.0,90.0
63,50.0,35.0,20.0,18.0,658.0,90.0
64,50.0,40.0,50.0,14.0,654.0,90.0
65,48.0,30.0,10.0,253.0,893.0,90.0
66,44.0,25.0,10.0,631.0,1271.0,90.0
67,47.0,35.0,10.0,348.0,988.0,90.0
68,47.0,40.0,10.0,12.0,652.0,90.0
69,42.0,30.0,10.0,536.0,1176.0,90.0
70,45.0,35.0,10.0,440.0,1080.0,90.0
71,95.0,30.0,30.0,2081.0,2721.0,90.0
72,95.0,35.0,20.0,1986.0,2626.0,90.0
73,53.0,30.0,10.0,68.0,708.0,90.0
74,92.0,30.0,10.0,2174.0,2814.0,90.0
75,53.0,35.0,50.0,19.0,659.0,90.0
76,45.0,65.0,20.0,15.0,655.0,90.0
77,90.0,35.0,10.0,1891.0,2531.0,90.0
78,72.0,45.0,10.0,2627.0,3267.0,90.0
79,78.0,40.0,20.0,2562.0,3202.0,90.0
80,87.0,30.0,10.0,2368.0,3008.0,90.0
81,85.0,25.0,10.0,2273.0,2913.0,90.0
82,85.0,35.0,30.0,2463.0,3103.0,90.0
83,75.0,55.0,20.0,1685.0,2325.0,90.0
84,72.0,55.0,10.0,1592.0,2232.0,90.0
85,70.0,58.0,20.0,1401.0,2041.0,90.0
86,86.0,46.0,30.0,1789.0,2429.0,90.0
87,66.0,55.0,10.0,1496.0,2136.0,90.0
88,64.0,46.0,20.0,2635.0,3275.0,90.0
89,65.0,60.0,30.0,1306.0,1946.0,90.0
90,56.0,64.0,10.0,1115.0,1755.0,90.0
91,60.0,55.0,10.0,2639.0,3279.0,90.0
92,60.0,60.0,10.0,1211.0,1851.0,90.0
93,67.0,85.0,20.0,454.0,1094.0,90.0
94,42.0,58.0,40.0,8.0,648.0,90.0
95,65.0,82.0,10.0,548.0,1188.0,90.0
96,62.0,80.0,30.0,641.0,1281.0,90.0
97,62.0,40.0,10.0,2635.0,3275.0,90.0
98,60.0,85.0,30.0,357.0,997.0,90.0
99,58.0,75.0,20.0,738.0,1378.0,90.0
100,55.0,80.0,10.0,167.0,807.0,90.0
101,55.0,85.0,20.0,262.0,902.0,90.0
