CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,35.0,35.0,0.0,0.0,230.0,0.0
2,41.0,49.0,10.0,133.0,198.0,10.0
3,35.0,17.0,7.0,22.0,87.0,10.0
4,55.0,45.0,13.0,98.0,143.0,10.0
5,55.0,20.0,19.0,123.0,184.0,10.0
6,15.0,30.0,26.0,20.0,93.0,10.0
7,25.0,30.0,3.0,76.0,131.0,10.0
8,20.0,50.0,5.0,61.0,110.0,10.0
9,10.0,43.0,9.0,75.0,124.0,10.0
10,55.0,60.0,16.0,74.0,129.0,10.0
11,30.0,60.0,16.0,107.0,150.0,10.0
12,20.0,65.0,12.0,42.0,101.0,10.0
13,50.0,35.0,19.0,38.0,97.0,10.0
14,30.0,25.0,23.0,131.0,196.0,10.0
15,15.0,10.0,20.0,32.0,114.0,10.0
16,30.0,5.0,8.0,35.0,96.0,10.0
17,10.0,20.0,19.0,52.0,107.0,10.0
18,5.0,30.0,2.0,124.0,189.0,10.0
19,20.0,40.0,12.0,69.0,114.0,10.0
20,15.0,60.0,17.0,52.0,109.0,10.0
21,45.0,65.0,9.0,105.0,156.0,10.0
22,45.0,20.0,11.0,37.0,96.0,10.0
23,45.0,10.0,18.0,76.0,127.0,10.0
24,55.0,5.0,29.0,43.0,102.0,10.0
25,65.0,35.0,3.0,124.0,190.0,10.0
26,65.0,20.0,6.0,121.0,186.0,10.0
27,45.0,30.0,17.0,112.0,161.0,10.0
28,35.0,40.0,16.0,8.0,75.0,10.0
29,41.0,37.0,16.0,11.0,76.0,10.0
30,64.0,42.0,9.0,37.0,98.0,10.0
31,40.0,60.0,21.0,49.0,102.0,10.0
32,31.0,52.0,27.0,24.0,85.0,10.0
33,35.0,69.0,23.0,116.0,175.0,10.0
34,53.0,52.0,11.0,24.0,92.0,10.0
35,65.0,55.0,14.0,96.0,147.0,10.0
36,63.0,65.0,8.0,116.0,178.0,10.0
37,2.0,60.0,5.0,41.0,112.0,10.0
38,20.0,20.0,8.0,113.0,164.0,10.0
39,5.0,5.0,16.0,60.0,115.0,10.0
40,60.0,12.0,31.0,33.0,110.0,10.0
41,40.0,25.0,9.0,65.0,114.0,10.0
42,42.0,7.0,5.0,72.0,131.0,10.0
43,24.0,12.0,5.0,25.0,91.0,10.0
44,23.0,3.0,7.0,111.0,162.0,10.0
45,11.0,14.0,18.0,45.0,102.0,10.0
46,6.0,38.0,16.0,29.0,99.0,10.0
47,2.0,48.0,1.0,92.0,151.0,10.0
48,8.0,56.0,27.0,34.0,105.0,10.0
49,13.0,52.0,36.0,128.0,192.0,10.0
50,6.0,68.0,30.0,93.0,132.0,10.0
51,47.0,47.0,13.0,102.0,155.0,10.0
52,49.0,58.0,10.0,64.0,121.0,10.0
53,27.0,43.0,9.0,26.0,87.0,10.0
54,37.0,31.0,14.0,75.0,124.0,10.0
55,57.0,29.0,18.0,118.0,171.0,10.0
56,63.0,23.0,2.0,111.0,170.0,10.0
57,53.0,12.0,6.0,106.0,163.0,10.0
58,32.0,12.0,7.0,77.0,134.0,10.0
59,36.0,26.0,18.0,147.0,210.0,10.0
60,21.0,24.0,28.0,17.0,100.0,10.0
61,17.0,34.0,3.0,134.0,199.0,10.0
62,12.0,24.0,13.0,55.0,106.0,10.0
63,24.0,58.0,19.0,30.0,95.0,10.0
64,27.0,69.0,10.0,34.0,103.0,10.0
65,15.0,77.0,9.0,48.0,107.0,10.0
66,62.0,77.0,20.0,49.0,113.0,10.0
67,49.0,73.0,25.0,104.0,159.0,10.0
68,67.0,5.0,25.0,59.0,116.0,10.0
69,56.0,39.0,36.0,117.0,176.0,10.0
70,37.0,47.0,6.0,23.0,86.0,10.0
71,37.0,56.0,5.0,123.0,198.0,10.0
72,57.0,68.0,15.0,54.0,109.0,10.0
73,47.0,16.0,25.0,22.0,96.0,10.0
74,44.0,17.0,9.0,56.0,109.0,10.0
75,46.0,13.0,8.0,123.0,184.0,10.0
76,49.0,11.0,18.0,45.0,102.0,10.0
77,49.0,42.0,13.0,52.0,103.0,10.0
78,53.0,43.0,14.0,136.0,200.0,10.0
79,61.0,52.0,3.0,71.0,130.0,10.0
80,57.0,48.0,23.0,72.0,121.0,10.0
81,56.0,37.0,6.0,135.0,198.0,10.0
82,55.0,54.0,26.0,78.0,119.0,10.0
83,15.0,47.0,16.0,29.0,90.0,10.0
84,14.0,37.0,11.0,21.0,89.0,10.0
85,11.0,31.0,7.0,81.0,130.0,10.0
86,16.0,22.0,41.0,70.0,121.0,10.0
87,4.0,18.0,35.0,74.0,123.0,10.0
88,28.0,18.0,26.0,79.0,116.0,10.0
89,26.0,52.0,9.0,50.0,107.0,10.0
90,26.0,35.0,15.0,139.0,211.0,10.0
91,31.0,67.0,3.0,73.0,126.0,10.0
92,15.0,19.0,1.0,132.0,194.0,10.0
93,22.0,22.0,2.0,18.0,88.0,10.0
94,18.0,24.0,22.0,129.0,199.0,10.0
95,26.0,27.0,27.0,81.0,128.0,10.0
96,25.0,24.0,20.0,14.0,78.0,10.0
97,22.0,27.0,11.0,114.0,165.0,10.0
98,25.0,21.0,12.0,115.0,160.0,10.0
99,19.0,21.0,10.0,32.0,93.0,10.0
100,20.0,26.0,9.0,60.0,115.0,10.0
101,18.0,18.0,17.0,123.0,195.0,10.0
