CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,960.0,0.0
2,25.0,85.0,20.0,388.0,911.0,10.0
3,22.0,75.0,30.0,30.0,546.0,10.0
4,22.0,85.0,10.0,353.0,708.0,10.0
5,20.0,80.0,40.0,425.0,913.0,10.0
6,20.0,85.0,20.0,40.0,630.0,10.0
7,18.0,75.0,20.0,228.0,667.0,10.0
8,15.0,75.0,20.0,161.0,558.0,10.0
9,15.0,80.0,10.0,229.0,624.0,10.0
10,10.0,35.0,20.0,213.0,648.0,10.0
11,10.0,40.0,30.0,404.0,753.0,10.0
12,8.0,40.0,40.0,33.0,511.0,10.0
13,8.0,45.0,20.0,46.0,519.0,10.0
14,5.0,35.0,10.0,395.0,911.0,10.0
15,5.0,45.0,10.0,35.0,697.0,10.0
16,2.0,40.0,20.0,39.0,528.0,10.0
17,0.0,40.0,20.0,94.0,535.0,10.0
18,0.0,45.0,20.0,394.0,909.0,10.0
19,44.0,5.0,20.0,218.0,571.0,10.0
20,42.0,10.0,40.0,85.0,542.0,10.0
21,42.0,15.0,10.0,391.0,802.0,10.0
22,40.0,5.0,10.0,45.0,517.0,10.0
23,40.0,15.0,40.0,229.0,640.0,10.0
24,38.0,5.0,30.0,45.0,523.0,10.0
25,38.0,15.0,10.0,389.0,914.0,10.0
26,35.0,5.0,20.0,386.0,904.0,10.0
27,95.0,30.0,30.0,389.0,788.0,10.0
28,95.0,35.0,20.0,57.0,600.0,10.0
29,92.0,30.0,10.0,55.0,575.0,10.0
30,90.0,35.0,10.0,52.0,536.0,10.0
31,88.0,30.0,10.0,90.0,521.0,10.0
32,88.0,35.0,20.0,50.0,534.0,10.0
33,87.0,30.0,10.0,425.0,898.0,10.0
34,85.0,25.0,10.0,51.0,602.0,10.0
35,85.0,35.0,30.0,342.0,751.0,10.0
36,67.0,85.0,20.0,410.0,905.0,10.0
37,65.0,85.0,40.0,43.0,617.0,10.0
38,65.0,82.0,10.0,410.0,823.0,10.0
39,62.0,80.0,30.0,114.0,561.0,10.0
40,60.0,80.0,10.0,36.0,658.0,10.0
41,60.0,85.0,30.0,191.0,586.0,10.0
42,58.0,75.0,20.0,201.0,670.0,10.0
43,55.0,80.0,10.0,33.0,568.0,10.0
44,55.0,85.0,20.0,429.0,838.0,10.0
45,55.0,82.0,10.0,49.0,504.0,10.0
46,20.0,82.0,10.0,37.0,597.0,10.0
47,18.0,80.0,10.0,315.0,782.0,10.0
48,2.0,45.0,10.0,38.0,606.0,10.0
49,42.0,5.0,10.0,396.0,904.0,10.0
50,42.0,12.0,10.0,341.0,658.0,10.0
51,72.0,35.0,30.0,351.0,782.0,10.0
52,55.0,20.0,19.0,161.0,610.0,10.0
53,25.0,30.0,3.0,25.0,516.0,10.0
54,20.0,50.0,5.0,239.0,630.0,10.0
55,55.0,60.0,16.0,448.0,873.0,10.0
56,30.0,60.0,16.0,420.0,897.0,10.0
57,50.0,35.0,19.0,390.0,843.0,10.0
58,30.0,25.0,23.0,227.0,686.0,10.0
59,15.0,10.0,20.0,401.0,902.0,10.0
60,10.0,20.0,19.0,42.0,706.0,10.0
61,15.0,60.0,17.0,401.0,923.0,10.0
62,45.0,65.0,9.0,110.0,525.0,10.0
63,65.0,35.0,3.0,29.0,548.0,10.0
64,65.0,20.0,6.0,39.0,593.0,10.0
65,45.0,30.0,17.0,20.0,498.0,10.0
66,35.0,40.0,16.0,11.0,530.0,10.0
67,41.0,37.0,16.0,404.0,847.0,10.0
68,64.0,42.0,9.0,100.0,555.0,10.0
69,40.0,60.0,21.0,436.0,907.0,10.0
70,31.0,52.0,27.0,9.0,510.0,10.0
71,35.0,69.0,23.0,330.0,930.0,10.0
72,65.0,55.0,14.0,81.0,520.0,10.0
73,63.0,65.0,8.0,27.0,622.0,10.0
74,2.0,60.0,5.0,135.0,556.0,10.0
75,20.0,20.0,8.0,430.0,913.0,10.0
76,5.0,5.0,16.0,63.0,520.0,10.0
77,60.0,12.0,31.0,125.0,530.0,10.0
78,23.0,3.0,7.0,390.0,900.0,10.0
79,8.0,56.0,27.0,190.0,659.0,10.0
80,6.0,68.0,30.0,215.0,608.0,10.0
81,47.0,47.0,13.0,444.0,942.0,10.0
82,49.0,58.0,10.0,249.0,580.0,10.0
83,27.0,43.0,9.0,14.0,506.0,10.0
84,37.0,31.0,14.0,19.0,566.0,10.0
85,57.0,29.0,18.0,259.0,650.0,10.0
86,63.0,23.0,2.0,198.0,609.0,10.0
87,21.0,24.0,28.0,212.0,605.0,10.0
88,12.0,24.0,13.0,272.0,565.0,10.0
89,24.0,58.0,19.0,90.0,549.0,10.0
90,67.0,5.0,25.0,325.0,897.0,10.0
91,37.0,47.0,6.0,204.0,633.0,10.0
92,49.0,42.0,13.0,442.0,937.0,10.0
93,53.0,43.0,14.0,14.0,581.0,10.0
94,61.0,52.0,3.0,373.0,928.0,10.0
95,57.0,48.0,23.0,265.0,638.0,10.0
96,56.0,37.0,6.0,20.0,539.0,10.0
97,55.0,54.0,26.0,418.0,825.0,10.0
98,4.0,18.0,35.0,426.0,787.0,10.0
99,26.0,52.0,9.0,14.0,499.0,10.0
100,26.0,35.0,15.0,149.0,586.0,10.0
101,31.0,67.0,3.0,356.0,930.0,10.0
