CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,1236.0,0.0
2,45.0,68.0,10.0,850.0,1030.0,90.0
3,45.0,70.0,30.0,758.0,938.0,90.0
4,42.0,66.0,10.0,16.0,196.0,90.0
5,42.0,68.0,10.0,665.0,845.0,90.0
6,42.0,65.0,10.0,15.0,195.0,90.0
7,40.0,69.0,20.0,572.0,752.0,90.0
8,40.0,66.0,20.0,108.0,288.0,90.0
9,38.0,68.0,20.0,200.0,380.0,90.0
10,38.0,70.0,10.0,480.0,660.0,90.0
11,35.0,66.0,10.0,294.0,474.0,90.0
12,35.0,69.0,10.0,387.0,567.0,90.0
13,25.0,85.0,20.0,597.0,777.0,90.0
14,22.0,75.0,30.0,30.0,210.0,90.0
15,22.0,85.0,10.0,504.0,684.0,90.0
16,20.0,80.0,40.0,317.0,497.0,90.0
17,20.0,85.0,40.0,412.0,592.0,90.0
18,18.0,75.0,20.0,34.0,214.0,90.0
19,15.0,75.0,20.0,127.0,307.0,90.0
20,15.0,80.0,10.0,222.0,402.0,90.0
21,30.0,50.0,10.0,10.0,190.0,90.0
22,30.0,52.0,20.0,850.0,1030.0,90.0
23,28.0,52.0,20.0,758.0,938.0,90.0
24,28.0,55.0,10.0,665.0,845.0,90.0
25,25.0,50.0,10.0,15.0,195.0,90.0
26,25.0,52.0,40.0,107.0,287.0,90.0
27,25.0,55.0,10.0,572.0,752.0,90.0
28,23.0,52.0,10.0,199.0,379.0,90.0
29,23.0,55.0,20.0,480.0,660.0,90.0
30,20.0,50.0,10.0,292.0,472.0,90.0
31,20.0,55.0,10.0,387.0,567.0,90.0
32,10.0,35.0,20.0,129.0,309.0,90.0
33,10.0,40.0,30.0,31.0,211.0,90.0
34,8.0,40.0,40.0,33.0,213.0,90.0
35,8.0,45.0,20.0,694.0,874.0,90.0
36,5.0,35.0,10.0,224.0,404.0,90.0
37,5.0,45.0,10.0,601.0,781.0,90.0
38,2.0,40.0,20.0,319.0,499.0,90.0
39,0.0,40.0,30.0,411.0,591.0,90.0
40,0.0,45.0,20.0,506.0,686.0,90.0
41,35.0,30.0,10.0,203.0,383.0,90.0
42,35.0,32.0,10.0,111.0,291.0,90.0
43,33.0,32.0,20.0,19.0,199.0,90.0
44,33.0,35.0,10.0,16.0,196.0,90.0
45,32.0,30.0,10.0,296.0,476.0,90.0
46,30.0,30.0,10.0,481.0,661.0,90.0
47,30.0,32.0,30.0,389.0,569.0,90.0
48,30.0,35.0,10.0,947.0,1127.0,90.0
49,28.0,30.0,10.0,573.0,753.0,90.0
50,28.0,35.0,10.0,944.0,1124.0,90.0
51,26.0,32.0,10.0,758.0,938.0,90.0
52,25.0,30.0,10.0,666.0,846.0,90.0
53,25.0,35.0,10.0,851.0,1031.0,90.0
54,44.0,5.0,20.0,227.0,407.0,90.0
55,42.0,10.0,40.0,132.0,312.0,90.0
56,42.0,15.0,10.0,37.0,217.0,90.0
57,40.0,5.0,30.0,321.0,501.0,90.0
58,40.0,15.0,40.0,35.0,215.0,90.0
59,38.0,5.0,30.0,413.0,593.0,90.0
60,38.0,15.0,10.0,606.0,786.0,90.0
61,35.0,5.0,20.0,506.0,686.0,90.0
62,50.0,30.0,10.0,481.0,661.0,90.0
63,50.0,35.0,20.0,200.0,380.0,90.0
64,50.0,40.0,50.0,105.0,285.0,90.0
65,48.0,30.0,10.0,573.0,753.0,90.0
66,48.0,40.0,10.0,13.0,193.0,90.0
67,47.0,35.0,10.0,761.0,941.0,90.0
68,47.0,40.0,10.0,12.0,192.0,90.0
69,45.0,30.0,10.0,666.0,846.0,90.0
70,45.0,35.0,10.0,853.0,1033.0,90.0
71,95.0,30.0,30.0,332.0,512.0,90.0
72,95.0,35.0,20.0,237.0,417.0,90.0
73,53.0,30.0,10.0,388.0,568.0,90.0
74,92.0,30.0,10.0,425.0,605.0,90.0
75,53.0,35.0,50.0,293.0,473.0,90.0
76,45.0,65.0,20.0,943.0,1123.0,90.0
77,90.0,35.0,10.0,142.0,322.0,90.0
78,88.0,30.0,10.0,519.0,699.0,90.0
79,88.0,35.0,20.0,50.0,230.0,90.0
80,87.0,30.0,10.0,610.0,790.0,90.0
81,85.0,25.0,10.0,705.0,885.0,90.0
82,85.0,35.0,30.0,47.0,227.0,90.0
83,75.0,55.0,20.0,305.0,485.0,90.0
84,72.0,55.0,10.0,212.0,392.0,90.0
85,70.0,58.0,20.0,401.0,581.0,90.0
86,68.0,60.0,30.0,494.0,674.0,90.0
87,66.0,55.0,10.0,116.0,296.0,90.0
88,65.0,55.0,20.0,25.0,205.0,90.0
89,65.0,60.0,30.0,587.0,767.0,90.0
90,63.0,58.0,10.0,680.0,860.0,90.0
91,60.0,55.0,10.0,20.0,200.0,90.0
92,60.0,60.0,10.0,773.0,953.0,90.0
93,67.0,85.0,20.0,315.0,495.0,90.0
94,65.0,85.0,40.0,407.0,587.0,90.0
95,65.0,82.0,10.0,221.0,401.0,90.0
96,62.0,80.0,30.0,128.0,308.0,90.0
97,60.0,80.0,10.0,36.0,216.0,90.0
98,60.0,85.0,30.0,502.0,682.0,90.0
99,58.0,75.0,20.0,30.0,210.0,90.0
100,55.0,80.0,10.0,692.0,872.0,90.0
101,55.0,85.0,20.0,597.0,777.0,90.0
