CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,1236.0,0.0
2,45.0,68.0,10.0,0.0,1127.0,90.0
3,45.0,70.0,30.0,0.0,1125.0,90.0
4,42.0,66.0,10.0,0.0,1129.0,90.0
5,42.0,68.0,10.0,727.0,782.0,90.0
6,42.0,65.0,10.0,0.0,1130.0,90.0
7,40.0,69.0,20.0,621.0,702.0,90.0
8,40.0,66.0,20.0,0.0,1130.0,90.0
9,38.0,68.0,20.0,255.0,324.0,90.0
10,38.0,70.0,10.0,534.0,605.0,90.0
11,35.0,66.0,10.0,357.0,410.0,90.0
12,35.0,69.0,10.0,448.0,505.0,90.0
13,25.0,85.0,20.0,0.0,1107.0,90.0
14,22.0,75.0,30.0,30.0,92.0,90.0
15,22.0,85.0,10.0,567.0,620.0,90.0
16,20.0,80.0,40.0,384.0,429.0,90.0
17,20.0,85.0,40.0,475.0,528.0,90.0
18,18.0,75.0,20.0,99.0,148.0,90.0
19,15.0,75.0,20.0,179.0,254.0,90.0
20,15.0,80.0,10.0,278.0,345.0,90.0
21,30.0,50.0,10.0,10.0,73.0,90.0
22,30.0,52.0,20.0,0.0,1135.0,90.0
23,28.0,52.0,20.0,812.0,883.0,90.0
24,28.0,55.0,10.0,732.0,777.0,90.0
25,25.0,50.0,10.0,65.0,144.0,90.0
26,25.0,52.0,40.0,169.0,224.0,90.0
27,25.0,55.0,10.0,0.0,1130.0,90.0
28,23.0,52.0,10.0,261.0,316.0,90.0
29,23.0,55.0,20.0,546.0,593.0,90.0
30,20.0,50.0,10.0,358.0,405.0,90.0
31,20.0,55.0,10.0,449.0,504.0,90.0
32,10.0,35.0,20.0,0.0,1112.0,90.0
33,10.0,40.0,30.0,31.0,100.0,90.0
34,8.0,40.0,40.0,87.0,158.0,90.0
35,8.0,45.0,20.0,0.0,1113.0,90.0
36,5.0,35.0,10.0,283.0,344.0,90.0
37,5.0,45.0,10.0,665.0,716.0,90.0
38,2.0,40.0,20.0,0.0,1106.0,90.0
39,0.0,40.0,30.0,479.0,522.0,90.0
40,0.0,45.0,20.0,567.0,624.0,90.0
41,35.0,30.0,10.0,264.0,321.0,90.0
42,35.0,32.0,10.0,166.0,235.0,90.0
43,33.0,32.0,20.0,68.0,149.0,90.0
44,33.0,35.0,10.0,16.0,80.0,90.0
45,32.0,30.0,10.0,359.0,412.0,90.0
46,30.0,30.0,10.0,541.0,600.0,90.0
47,30.0,32.0,30.0,448.0,509.0,90.0
48,30.0,35.0,10.0,1054.0,1127.0,90.0
49,28.0,30.0,10.0,0.0,1122.0,90.0
50,28.0,35.0,10.0,1001.0,1066.0,90.0
51,26.0,32.0,10.0,0.0,1123.0,90.0
52,25.0,30.0,10.0,725.0,786.0,90.0
53,25.0,35.0,10.0,0.0,1124.0,90.0
54,44.0,5.0,20.0,286.0,347.0,90.0
55,42.0,10.0,40.0,186.0,257.0,90.0
56,42.0,15.0,10.0,95.0,158.0,90.0
57,40.0,5.0,30.0,385.0,436.0,90.0
58,40.0,15.0,40.0,35.0,87.0,90.0
59,38.0,5.0,30.0,471.0,534.0,90.0
60,38.0,15.0,10.0,0.0,1110.0,90.0
61,35.0,5.0,20.0,562.0,629.0,90.0
62,50.0,30.0,10.0,531.0,610.0,90.0
63,50.0,35.0,20.0,262.0,317.0,90.0
64,50.0,40.0,50.0,171.0,218.0,90.0
65,48.0,30.0,10.0,632.0,693.0,90.0
66,48.0,40.0,10.0,76.0,129.0,90.0
67,47.0,35.0,10.0,826.0,875.0,90.0
68,47.0,40.0,10.0,12.0,77.0,90.0
69,45.0,30.0,10.0,734.0,777.0,90.0
70,45.0,35.0,10.0,916.0,969.0,90.0
71,95.0,30.0,30.0,387.0,456.0,90.0
72,95.0,35.0,20.0,293.0,360.0,90.0
73,53.0,30.0,10.0,0.0,1122.0,90.0
74,92.0,30.0,10.0,478.0,551.0,90.0
75,53.0,35.0,50.0,353.0,412.0,90.0
76,45.0,65.0,20.0,0.0,1130.0,90.0
77,90.0,35.0,10.0,203.0,260.0,90.0
78,88.0,30.0,10.0,574.0,643.0,90.0
79,88.0,35.0,20.0,109.0,170.0,90.0
80,87.0,30.0,10.0,668.0,731.0,90.0
81,85.0,25.0,10.0,769.0,820.0,90.0
82,85.0,35.0,30.0,47.0,124.0,90.0
83,75.0,55.0,20.0,0.0,1110.0,90.0
84,72.0,55.0,10.0,0.0,1113.0,90.0
85,70.0,58.0,20.0,458.0,523.0,90.0
86,68.0,60.0,30.0,0.0,1116.0,90.0
87,66.0,55.0,10.0,173.0,238.0,90.0
88,65.0,55.0,20.0,85.0,144.0,90.0
89,65.0,60.0,30.0,645.0,708.0,90.0
90,63.0,58.0,10.0,737.0,802.0,90.0
91,60.0,55.0,10.0,20.0,84.0,90.0
92,60.0,60.0,10.0,0.0,1123.0,90.0
93,67.0,85.0,20.0,368.0,441.0,90.0
94,65.0,85.0,40.0,475.0,518.0,90.0
95,65.0,82.0,10.0,0.0,1105.0,90.0
96,62.0,80.0,30.0,0.0,1108.0,90.0
97,60.0,80.0,10.0,0.0,1109.0,90.0
98,60.0,85.0,30.0,561.0,622.0,90.0
99,58.0,75.0,20.0,0.0,1115.0,90.0
100,55.0,80.0,10.0,743.0,820.0,90.0
101,55.0,85.0,20.0,647.0,726.0,90.0
