CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,1236.0,0.0
2,45.0,68.0,10.0,890.0,989.0,90.0
3,45.0,70.0,30.0,816.0,879.0,90.0
4,42.0,66.0,10.0,55.0,156.0,90.0
5,42.0,68.0,10.0,703.0,806.0,90.0
6,42.0,65.0,10.0,15.0,60.0,90.0
7,40.0,69.0,20.0,559.0,764.0,90.0
8,40.0,66.0,20.0,172.0,223.0,90.0
9,38.0,68.0,20.0,250.0,329.0,90.0
10,38.0,70.0,10.0,489.0,650.0,90.0
11,35.0,66.0,10.0,361.0,406.0,90.0
12,35.0,69.0,10.0,450.0,503.0,90.0
13,25.0,85.0,20.0,647.0,726.0,90.0
14,22.0,75.0,30.0,30.0,95.0,90.0
15,22.0,85.0,10.0,571.0,616.0,90.0
16,20.0,80.0,40.0,392.0,421.0,90.0
17,20.0,85.0,40.0,478.0,525.0,90.0
18,18.0,75.0,20.0,105.0,142.0,90.0
19,15.0,75.0,20.0,172.0,261.0,90.0
20,15.0,80.0,10.0,274.0,349.0,90.0
21,30.0,50.0,10.0,10.0,77.0,90.0
22,30.0,52.0,20.0,918.0,961.0,90.0
23,28.0,52.0,20.0,806.0,889.0,90.0
24,28.0,55.0,10.0,739.0,770.0,90.0
25,25.0,50.0,10.0,55.0,154.0,90.0
26,25.0,52.0,40.0,172.0,221.0,90.0
27,25.0,55.0,10.0,612.0,711.0,90.0
28,23.0,52.0,10.0,264.0,313.0,90.0
29,23.0,55.0,20.0,553.0,586.0,90.0
30,20.0,50.0,10.0,365.0,398.0,90.0
31,20.0,55.0,10.0,452.0,501.0,90.0
32,10.0,35.0,20.0,204.0,233.0,90.0
33,10.0,40.0,30.0,31.0,189.0,90.0
34,8.0,40.0,40.0,42.0,203.0,90.0
35,8.0,45.0,20.0,715.0,852.0,90.0
36,5.0,35.0,10.0,251.0,376.0,90.0
37,5.0,45.0,10.0,648.0,733.0,90.0
38,2.0,40.0,20.0,365.0,452.0,90.0
39,0.0,40.0,30.0,474.0,527.0,90.0
40,0.0,45.0,20.0,541.0,650.0,90.0
41,35.0,30.0,10.0,240.0,345.0,90.0
42,35.0,32.0,10.0,123.0,278.0,90.0
43,33.0,32.0,20.0,19.0,225.0,90.0
44,33.0,35.0,10.0,16.0,153.0,90.0
45,32.0,30.0,10.0,338.0,433.0,90.0
46,30.0,30.0,10.0,513.0,628.0,90.0
47,30.0,32.0,30.0,415.0,542.0,90.0
48,30.0,35.0,10.0,872.0,1127.0,90.0
49,28.0,30.0,10.0,599.0,726.0,90.0
50,28.0,35.0,10.0,917.0,1126.0,90.0
51,26.0,32.0,10.0,779.0,916.0,90.0
52,25.0,30.0,10.0,695.0,816.0,90.0
53,25.0,35.0,10.0,857.0,1024.0,90.0
54,44.0,5.0,20.0,221.0,412.0,90.0
55,42.0,10.0,40.0,96.0,347.0,90.0
56,42.0,15.0,10.0,35.0,233.0,90.0
57,40.0,5.0,30.0,347.0,474.0,90.0
58,40.0,15.0,40.0,35.0,172.0,90.0
59,38.0,5.0,30.0,403.0,602.0,90.0
60,38.0,15.0,10.0,521.0,870.0,90.0
61,35.0,5.0,20.0,487.0,704.0,90.0
62,50.0,30.0,10.0,422.0,719.0,90.0
63,50.0,35.0,20.0,217.0,362.0,90.0
64,50.0,40.0,50.0,142.0,247.0,90.0
65,48.0,30.0,10.0,567.0,758.0,90.0
66,48.0,40.0,10.0,34.0,171.0,90.0
67,47.0,35.0,10.0,794.0,907.0,90.0
68,47.0,40.0,10.0,12.0,226.0,90.0
69,45.0,30.0,10.0,716.0,795.0,90.0
70,45.0,35.0,10.0,873.0,1012.0,90.0
71,95.0,30.0,30.0,266.0,577.0,90.0
72,95.0,35.0,20.0,181.0,472.0,90.0
73,53.0,30.0,10.0,402.0,553.0,90.0
74,92.0,30.0,10.0,345.0,684.0,90.0
75,53.0,35.0,50.0,294.0,471.0,90.0
76,45.0,65.0,20.0,951.0,1114.0,90.0
77,90.0,35.0,10.0,153.0,310.0,90.0
78,88.0,30.0,10.0,450.0,767.0,90.0
79,88.0,35.0,20.0,50.0,237.0,90.0
80,87.0,30.0,10.0,567.0,832.0,90.0
81,85.0,25.0,10.0,713.0,876.0,90.0
82,85.0,35.0,30.0,47.0,331.0,90.0
83,75.0,55.0,20.0,311.0,478.0,90.0
84,72.0,55.0,10.0,127.0,476.0,90.0
85,70.0,58.0,20.0,349.0,632.0,90.0
86,68.0,60.0,30.0,476.0,691.0,90.0
87,66.0,55.0,10.0,67.0,344.0,90.0
88,65.0,55.0,20.0,25.0,256.0,90.0
89,65.0,60.0,30.0,546.0,807.0,90.0
90,63.0,58.0,10.0,630.0,909.0,90.0
91,60.0,55.0,10.0,20.0,293.0,90.0
92,60.0,60.0,10.0,769.0,956.0,90.0
93,67.0,85.0,20.0,229.0,580.0,90.0
94,65.0,85.0,40.0,442.0,551.0,90.0
95,65.0,82.0,10.0,227.0,394.0,90.0
96,62.0,80.0,30.0,163.0,272.0,90.0
97,60.0,80.0,10.0,36.0,291.0,90.0
98,60.0,85.0,30.0,469.0,714.0,90.0
99,58.0,75.0,20.0,30.0,227.0,90.0
100,55.0,80.0,10.0,595.0,968.0,90.0
101,55.0,85.0,20.0,493.0,880.0,90.0
