CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,35.0,35.0,0.0,0.0,1000.0,0.0
2,41.0,49.0,10.0,451.0,974.0,10.0
3,35.0,17.0,7.0,18.0,534.0,10.0
4,55.0,45.0,13.0,378.0,733.0,10.0
5,55.0,20.0,19.0,477.0,965.0,10.0
6,15.0,30.0,26.0,20.0,610.0,10.0
7,25.0,30.0,3.0,245.0,684.0,10.0
8,20.0,50.0,5.0,172.0,569.0,10.0
9,10.0,43.0,9.0,245.0,640.0,10.0
10,55.0,60.0,16.0,231.0,666.0,10.0
11,30.0,60.0,16.0,430.0,779.0,10.0
12,20.0,65.0,12.0,33.0,511.0,10.0
13,50.0,35.0,19.0,50.0,523.0,10.0
14,30.0,25.0,23.0,462.0,978.0,10.0
15,15.0,10.0,20.0,32.0,694.0,10.0
16,30.0,5.0,8.0,30.0,519.0,10.0
17,10.0,20.0,19.0,102.0,543.0,10.0
18,5.0,30.0,2.0,444.0,959.0,10.0
19,20.0,40.0,12.0,229.0,582.0,10.0
20,15.0,60.0,17.0,95.0,552.0,10.0
21,45.0,65.0,9.0,418.0,829.0,10.0
22,45.0,20.0,11.0,36.0,509.0,10.0
23,45.0,10.0,18.0,246.0,657.0,10.0
24,55.0,5.0,29.0,36.0,514.0,10.0
25,65.0,35.0,3.0,435.0,960.0,10.0
26,65.0,20.0,6.0,438.0,956.0,10.0
27,45.0,30.0,17.0,428.0,827.0,10.0
28,35.0,40.0,16.0,5.0,548.0,10.0
29,41.0,37.0,16.0,6.0,526.0,10.0
30,64.0,42.0,9.0,29.0,513.0,10.0
31,40.0,60.0,21.0,91.0,522.0,10.0
32,31.0,52.0,27.0,17.0,501.0,10.0
33,35.0,69.0,23.0,482.0,955.0,10.0
34,53.0,52.0,11.0,24.0,575.0,10.0
35,65.0,55.0,14.0,367.0,776.0,10.0
36,63.0,65.0,8.0,453.0,948.0,10.0
37,2.0,60.0,5.0,41.0,615.0,10.0
38,20.0,20.0,8.0,443.0,856.0,10.0
39,5.0,5.0,16.0,130.0,577.0,10.0
40,60.0,12.0,31.0,33.0,655.0,10.0
41,40.0,25.0,9.0,201.0,596.0,10.0
42,42.0,7.0,5.0,219.0,688.0,10.0
43,24.0,12.0,5.0,25.0,560.0,10.0
44,23.0,3.0,7.0,458.0,867.0,10.0
45,11.0,14.0,18.0,59.0,514.0,10.0
46,6.0,38.0,16.0,29.0,589.0,10.0
47,2.0,48.0,1.0,338.0,805.0,10.0
48,8.0,56.0,27.0,34.0,602.0,10.0
49,13.0,52.0,36.0,454.0,962.0,10.0
50,6.0,68.0,30.0,362.0,679.0,10.0
51,47.0,47.0,13.0,379.0,810.0,10.0
52,49.0,58.0,10.0,176.0,625.0,10.0
53,27.0,43.0,9.0,11.0,502.0,10.0
54,37.0,31.0,14.0,256.0,647.0,10.0
55,57.0,29.0,18.0,475.0,900.0,10.0
56,63.0,23.0,2.0,441.0,918.0,10.0
57,53.0,12.0,6.0,412.0,865.0,10.0
58,32.0,12.0,7.0,246.0,705.0,10.0
59,36.0,26.0,18.0,479.0,980.0,10.0
60,21.0,24.0,28.0,17.0,681.0,10.0
61,17.0,34.0,3.0,449.0,971.0,10.0
62,12.0,24.0,13.0,126.0,541.0,10.0
63,24.0,58.0,19.0,25.0,544.0,10.0
64,27.0,69.0,10.0,34.0,588.0,10.0
65,15.0,77.0,9.0,46.0,524.0,10.0
66,62.0,77.0,20.0,49.0,568.0,10.0
67,49.0,73.0,25.0,421.0,864.0,10.0
68,67.0,5.0,25.0,120.0,575.0,10.0
69,56.0,39.0,36.0,459.0,930.0,10.0
70,37.0,47.0,6.0,12.0,513.0,10.0
71,37.0,56.0,5.0,368.0,968.0,10.0
72,57.0,68.0,15.0,98.0,537.0,10.0
73,47.0,16.0,25.0,22.0,617.0,10.0
74,44.0,17.0,9.0,143.0,564.0,10.0
75,46.0,13.0,8.0,482.0,965.0,10.0
76,49.0,11.0,18.0,62.0,519.0,10.0
77,49.0,42.0,13.0,129.0,534.0,10.0
78,53.0,43.0,14.0,460.0,970.0,10.0
79,61.0,52.0,3.0,207.0,676.0,10.0
80,57.0,48.0,23.0,230.0,623.0,10.0
81,56.0,37.0,6.0,470.0,968.0,10.0
82,55.0,54.0,26.0,268.0,599.0,10.0
83,15.0,47.0,16.0,23.0,515.0,10.0
84,14.0,37.0,11.0,21.0,568.0,10.0
85,11.0,31.0,7.0,278.0,669.0,10.0
86,16.0,22.0,41.0,213.0,624.0,10.0
87,4.0,18.0,35.0,230.0,623.0,10.0
88,28.0,18.0,26.0,287.0,580.0,10.0
89,26.0,52.0,9.0,104.0,563.0,10.0
90,26.0,35.0,15.0,409.0,981.0,10.0
91,31.0,67.0,3.0,225.0,654.0,10.0
92,15.0,19.0,1.0,469.0,964.0,10.0
93,22.0,22.0,2.0,18.0,585.0,10.0
94,18.0,24.0,22.0,414.0,969.0,10.0
95,26.0,27.0,27.0,283.0,656.0,10.0
96,25.0,24.0,20.0,14.0,533.0,10.0
97,22.0,27.0,11.0,445.0,852.0,10.0
98,25.0,21.0,12.0,462.0,823.0,10.0
99,19.0,21.0,10.0,21.0,506.0,10.0
100,20.0,26.0,9.0,164.0,601.0,10.0
101,18.0,18.0,17.0,391.0,965.0,10.0
