CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,960.0,0.0
2,25.0,85.0,20.0,613.0,853.0,10.0
3,22.0,75.0,30.0,92.0,332.0,10.0
4,22.0,85.0,10.0,411.0,651.0,10.0
5,20.0,80.0,40.0,584.0,824.0,10.0
6,20.0,85.0,20.0,40.0,280.0,10.0
7,18.0,75.0,20.0,328.0,568.0,10.0
8,15.0,75.0,20.0,240.0,480.0,10.0
9,15.0,80.0,10.0,307.0,547.0,10.0
10,10.0,35.0,20.0,311.0,551.0,10.0
11,10.0,40.0,30.0,459.0,699.0,10.0
12,8.0,40.0,40.0,135.0,375.0,10.0
13,8.0,45.0,20.0,163.0,403.0,10.0
14,5.0,35.0,10.0,593.0,833.0,10.0
15,5.0,45.0,10.0,35.0,275.0,10.0
16,2.0,40.0,20.0,114.0,354.0,10.0
17,0.0,40.0,20.0,195.0,435.0,10.0
18,0.0,45.0,20.0,643.0,883.0,10.0
19,44.0,5.0,20.0,275.0,515.0,10.0
20,42.0,10.0,40.0,194.0,434.0,10.0
21,42.0,15.0,10.0,477.0,717.0,10.0
22,40.0,5.0,10.0,155.0,395.0,10.0
23,40.0,15.0,40.0,315.0,555.0,10.0
24,38.0,5.0,30.0,141.0,381.0,10.0
25,38.0,15.0,10.0,621.0,861.0,10.0
26,35.0,5.0,20.0,664.0,904.0,10.0
27,95.0,30.0,30.0,469.0,709.0,10.0
28,95.0,35.0,20.0,86.0,326.0,10.0
29,92.0,30.0,10.0,89.0,329.0,10.0
30,90.0,35.0,10.0,134.0,374.0,10.0
31,88.0,30.0,10.0,186.0,426.0,10.0
32,88.0,35.0,20.0,105.0,345.0,10.0
33,87.0,30.0,10.0,561.0,801.0,10.0
34,85.0,25.0,10.0,51.0,291.0,10.0
35,85.0,35.0,30.0,427.0,667.0,10.0
36,67.0,85.0,20.0,597.0,837.0,10.0
37,65.0,85.0,40.0,43.0,283.0,10.0
38,65.0,82.0,10.0,497.0,737.0,10.0
39,62.0,80.0,30.0,218.0,458.0,10.0
40,60.0,80.0,10.0,36.0,276.0,10.0
41,60.0,85.0,30.0,269.0,509.0,10.0
42,58.0,75.0,20.0,316.0,556.0,10.0
43,55.0,80.0,10.0,33.0,273.0,10.0
44,55.0,85.0,20.0,514.0,754.0,10.0
45,55.0,82.0,10.0,157.0,397.0,10.0
46,20.0,82.0,10.0,37.0,277.0,10.0
47,18.0,80.0,10.0,429.0,669.0,10.0
48,2.0,45.0,10.0,45.0,285.0,10.0
49,42.0,5.0,10.0,664.0,904.0,10.0
50,42.0,12.0,10.0,380.0,620.0,10.0
51,72.0,35.0,30.0,447.0,687.0,10.0
52,55.0,20.0,19.0,266.0,506.0,10.0
53,25.0,30.0,3.0,115.0,355.0,10.0
54,20.0,50.0,5.0,315.0,555.0,10.0
55,55.0,60.0,16.0,541.0,781.0,10.0
56,30.0,60.0,16.0,539.0,779.0,10.0
57,50.0,35.0,19.0,497.0,737.0,10.0
58,30.0,25.0,23.0,337.0,577.0,10.0
59,15.0,10.0,20.0,662.0,902.0,10.0
60,10.0,20.0,19.0,42.0,282.0,10.0
61,15.0,60.0,17.0,634.0,874.0,10.0
62,45.0,65.0,9.0,198.0,438.0,10.0
63,65.0,35.0,3.0,107.0,347.0,10.0
64,65.0,20.0,6.0,39.0,279.0,10.0
65,45.0,30.0,17.0,131.0,371.0,10.0
66,35.0,40.0,16.0,11.0,251.0,10.0
67,41.0,37.0,16.0,506.0,746.0,10.0
68,64.0,42.0,9.0,208.0,448.0,10.0
69,40.0,60.0,21.0,552.0,792.0,10.0
70,31.0,52.0,27.0,97.0,337.0,10.0
71,35.0,69.0,23.0,690.0,930.0,10.0
72,65.0,55.0,14.0,181.0,421.0,10.0
73,63.0,65.0,8.0,27.0,267.0,10.0
74,2.0,60.0,5.0,226.0,466.0,10.0
75,20.0,20.0,8.0,585.0,825.0,10.0
76,5.0,5.0,16.0,172.0,412.0,10.0
77,60.0,12.0,31.0,208.0,448.0,10.0
78,23.0,3.0,7.0,660.0,900.0,10.0
79,8.0,56.0,27.0,305.0,545.0,10.0
80,6.0,68.0,30.0,292.0,532.0,10.0
81,47.0,47.0,13.0,702.0,942.0,10.0
82,49.0,58.0,10.0,295.0,535.0,10.0
83,27.0,43.0,9.0,92.0,332.0,10.0
84,37.0,31.0,14.0,45.0,285.0,10.0
85,57.0,29.0,18.0,335.0,575.0,10.0
86,63.0,23.0,2.0,284.0,524.0,10.0
87,21.0,24.0,28.0,289.0,529.0,10.0
88,12.0,24.0,13.0,299.0,539.0,10.0
89,24.0,58.0,19.0,200.0,440.0,10.0
90,67.0,5.0,25.0,653.0,893.0,10.0
91,37.0,47.0,6.0,299.0,539.0,10.0
92,49.0,42.0,13.0,659.0,899.0,10.0
93,53.0,43.0,14.0,14.0,254.0,10.0
94,61.0,52.0,3.0,688.0,928.0,10.0
95,57.0,48.0,23.0,332.0,572.0,10.0
96,56.0,37.0,6.0,40.0,280.0,10.0
97,55.0,54.0,26.0,502.0,742.0,10.0
98,4.0,18.0,35.0,487.0,727.0,10.0
99,26.0,52.0,9.0,112.0,352.0,10.0
100,26.0,35.0,15.0,248.0,488.0,10.0
101,31.0,67.0,3.0,690.0,930.0,10.0
