CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME
1,40.0,50.0,0.0,0.0,3390.0,0.0
2,52.0,75.0,10.0,311.0,471.0,90.0
3,45.0,70.0,30.0,213.0,373.0,90.0
4,62.0,69.0,10.0,1167.0,1327.0,90.0
5,60.0,66.0,10.0,1261.0,1421.0,90.0
6,42.0,65.0,10.0,25.0,185.0,90.0
7,16.0,42.0,20.0,497.0,657.0,90.0
8,58.0,70.0,20.0,1073.0,1233.0,90.0
9,34.0,60.0,20.0,2887.0,3047.0,90.0
10,28.0,70.0,10.0,2601.0,2761.0,90.0
11,35.0,66.0,10.0,2791.0,2951.0,90.0
12,35.0,69.0,10.0,2698.0,2858.0,90.0
13,25.0,85.0,20.0,2119.0,2279.0,90.0
14,22.0,75.0,30.0,2405.0,2565.0,90.0
15,22.0,85.0,10.0,2026.0,2186.0,90.0
16,20.0,80.0,40.0,2216.0,2376.0,90.0
17,20.0,85.0,40.0,1934.0,2094.0,90.0
18,18.0,75.0,20.0,2311.0,2471.0,90.0
19,15.0,75.0,20.0,1742.0,1902.0,90.0
20,15.0,80.0,10.0,1837.0,1997.0,90.0
21,30.0,50.0,10.0,10.0,170.0,90.0
22,30.0,56.0,20.0,2983.0,3143.0,90.0
23,28.0,52.0,20.0,22.0,182.0,90.0
24,14.0,66.0,10.0,1643.0,1803.0,90.0
25,25.0,50.0,10.0,116.0,276.0,90.0
26,22.0,66.0,40.0,2504.0,2664.0,90.0
27,8.0,62.0,10.0,1545.0,1705.0,90.0
28,23.0,52.0,10.0,209.0,369.0,90.0
29,4.0,55.0,20.0,1447.0,1607.0,90.0
30,20.0,50.0,10.0,398.0,558.0,90.0
31,20.0,55.0,10.0,303.0,463.0,90.0
32,10.0,35.0,20.0,781.0,941.0,90.0
33,10.0,40.0,30.0,593.0,753.0,90.0
34,8.0,40.0,40.0,685.0,845.0,90.0
35,8.0,45.0,20.0,1346.0,1506.0,90.0
36,5.0,35.0,10.0,876.0,1036.0,90.0
37,5.0,45.0,10.0,1253.0,1413.0,90.0
38,2.0,40.0,20.0,971.0,1131.0,90.0
39,0.0,40.0,30.0,1063.0,1223.0,90.0
40,0.0,45.0,20.0,1158.0,1318.0,90.0
41,36.0,18.0,10.0,1819.0,1979.0,90.0
42,35.0,32.0,10.0,2758.0,2918.0,90.0
43,33.0,32.0,20.0,2666.0,2826.0,90.0
44,33.0,35.0,10.0,2573.0,2733.0,90.0
45,32.0,20.0,10.0,1913.0,2073.0,90.0
46,30.0,30.0,10.0,2105.0,2265.0,90.0
47,34.0,25.0,30.0,2009.0,2169.0,90.0
48,30.0,35.0,10.0,2480.0,2640.0,90.0
49,36.0,40.0,10.0,2856.0,3016.0,90.0
50,48.0,20.0,10.0,967.0,1127.0,90.0
51,26.0,32.0,10.0,2292.0,2452.0,90.0
52,25.0,30.0,10.0,2200.0,2360.0,90.0
53,25.0,35.0,10.0,2385.0,2545.0,90.0
54,44.0,5.0,20.0,1256.0,1416.0,90.0
55,42.0,10.0,40.0,1160.0,1320.0,90.0
56,42.0,15.0,10.0,1065.0,1225.0,90.0
57,40.0,5.0,30.0,1350.0,1510.0,90.0
58,38.0,15.0,40.0,1725.0,1885.0,90.0
59,38.0,5.0,30.0,1442.0,1602.0,90.0
60,38.0,10.0,10.0,1630.0,1790.0,90.0
61,35.0,5.0,20.0,1535.0,1695.0,90.0
62,50.0,30.0,10.0,401.0,561.0,90.0
63,50.0,35.0,20.0,120.0,280.0,90.0
64,50.0,40.0,50.0,25.0,185.0,90.0
65,48.0,30.0,10.0,493.0,653.0,90.0
66,44.0,25.0,10.0,871.0,1031.0,90.0
67,47.0,35.0,10.0,588.0,748.0,90.0
68,47.0,40.0,10.0,12.0,172.0,90.0
69,42.0,30.0,10.0,776.0,936.0,90.0
70,45.0,35.0,10.0,680.0,840.0,90.0
71,95.0,30.0,30.0,2321.0,2481.0,90.0
72,95.0,35.0,20.0,2226.0,2386.0,90.0
73,53.0,30.0,10.0,308.0,468.0,90.0
74,92.0,30.0,10.0,2414.0,2574.0,90.0
75,53.0,35.0,50.0,213.0,373.0,90.0
76,45.0,65.0,20.0,118.0,278.0,90.0
77,90.0,35.0,10.0,2131.0,2291.0,90.0
78,72.0,45.0,10.0,2900.0,3060.0,90.0
79,78.0,40.0,20.0,2802.0,2962.0,90.0
80,87.0,30.0,10.0,2608.0,2768.0,90.0
81,85.0,25.0,10.0,2513.0,2673.0,90.0
82,85.0,35.0,30.0,2703.0,2863.0,90.0
83,75.0,55.0,20.0,1925.0,2085.0,90.0
84,72.0,55.0,10.0,1832.0,1992.0,90.0
85,70.0,58.0,20.0,1641.0,1801.0,90.0
86,86.0,46.0,30.0,2029.0,2189.0,90.0
87,66.0,55.0,10.0,1736.0,1896.0,90.0
88,64.0,46.0,20.0,3097.0,3257.0,90.0
89,65.0,60.0,30.0,1546.0,1706.0,90.0
90,56.0,64.0,10.0,1355.0,1515.0,90.0
91,60.0,55.0,10.0,3119.0,3279.0,90.0
92,60.0,60.0,10.0,1451.0,1611.0,90.0
93,67.0,85.0,20.0,694.0,854.0,90.0
94,42.0,58.0,40.0,8.0,168.0,90.0
95,65.0,82.0,10.0,788.0,948.0,90.0
96,62.0,80.0,30.0,881.0,1041.0,90.0
97,62.0,40.0,10.0,3001.0,3161.0,90.0
98,60.0,85.0,30.0,597.0,757.0,90.0
99,58.0,75.0,20.0,978.0,1138.0,90.0
100,55.0,80.0,10.0,407.0,567.0,90.0
101,55.0,85.0,20.0,502.0,662.0,90.0
